Pendidikan Agama,Pendidikan Pancasila,Bahasa Inggris,Bahasa Mandarin,Matematika (Umum),Biologi,Fisika,Kimia,Geografi,Sejarah,Sosiologi,Ekonomi,"Pendidikan Jasmani, Olahraga, dan Kesehatan",Informatika,Seni Musik,Bahasa Indonesia,Pendidikan Agama (Next Sem),Pendidikan Pancasila (Next Sem),Bahasa Inggris (Next Sem),Bahasa Mandarin (Next Sem),Matematika (Umum) (Next Sem),Biologi (Next Sem),Fisika (Next Sem),Kimia (Next Sem),Geografi (Next Sem),Sejarah (Next Sem),Sosiologi (Next Sem),Ekonomi (Next Sem),"Pendidikan Jasmani, Olahraga, dan Kesehatan (Next Sem)",Informatika (Next Sem),Seni Musik (Next Sem),Bahasa Indonesia (Next Sem),Rata-rata,Rata-rata (Next Sem)
94,73,89,82,95,79,75,66,66,61,88,78,62,71,72,93,88,84,86,90,92,81,74,64,65,65,92,79,70,68,76,92,77.75,79.12
60,86,61,82,69,67,78,60,81,82,85,67,86,60,71,89,54,81,61,79,61,77,73,54,88,85,97,66,82,51,77,96,74.0,73.88
69,62,77,94,95,83,64,65,74,61,61,95,84,93,63,93,72,58,71,100,90,90,62,62,79,64,55,94,80,97,62,100,77.06,77.25
63,60,73,84,95,85,74,75,76,75,66,88,69,72,67,95,50,57,77,85,95,83,63,76,80,68,68,92,72,81,69,94,76.06,75.62
63,74,85,72,86,80,83,88,73,80,88,78,69,78,64,83,64,76,82,73,78,73,78,86,67,74,91,81,72,72,72,89,77.75,76.75
83,73,89,76,73,93,72,92,71,79,80,92,86,64,92,92,84,78,91,78,71,93,75,89,75,74,90,100,85,66,97,88,81.69,83.38
87,80,80,92,94,82,77,77,84,95,83,84,64,85,95,65,93,81,82,92,86,88,80,83,83,88,90,86,68,80,99,67,82.75,84.12
64,71,90,68,73,74,80,73,94,75,77,91,84,67,88,93,63,72,84,72,82,74,86,70,95,76,68,85,84,70,87,87,78.88,78.44
60,94,75,77,95,65,92,80,87,90,91,84,67,72,93,68,57,96,69,76,96,67,84,78,74,89,90,88,72,77,87,61,80.62,78.81
83,63,91,92,63,70,68,71,68,71,82,86,89,93,66,86,90,56,92,100,58,66,75,72,64,73,84,78,92,95,67,84,77.62,77.88
69,85,66,74,82,86,78,66,81,74,64,67,60,81,90,82,70,83,65,78,83,92,77,72,89,74,65,69,64,76,91,79,75.31,76.69
81,86,84,72,85,72,82,95,88,84,68,73,75,86,91,65,78,87,92,75,89,66,70,93,96,92,70,74,71,89,89,64,80.44,80.94
73,86,83,61,66,87,81,95,78,67,79,65,80,70,93,72,71,90,85,62,67,87,82,96,71,77,87,68,80,72,92,70,77.25,78.56
92,82,63,60,82,76,84,73,75,70,60,84,89,91,95,77,94,74,61,52,85,72,87,61,64,76,51,85,80,88,100,74,78.31,75.25
61,88,87,78,64,79,85,68,85,60,77,84,74,74,92,72,59,90,83,72,57,79,87,67,82,66,80,91,73,69,92,73,76.75,76.25
90,76,79,62,89,86,86,73,94,62,93,63,86,90,74,88,96,73,78,52,96,99,92,74,99,54,81,67,83,90,69,87,80.69,80.62
77,62,81,82,66,92,74,82,72,93,87,94,75,71,94,63,75,61,85,82,66,90,73,76,63,88,90,100,70,71,87,59,79.06,77.25
87,75,95,75,86,81,61,89,86,89,68,76,70,79,68,68,90,78,94,73,91,75,58,93,87,86,70,89,67,69,71,75,78.31,79.12
77,93,85,74,87,62,88,71,95,62,90,93,94,73,72,67,84,100,83,75,92,69,86,81,92,65,91,89,92,72,79,72,80.19,82.62
81,90,95,60,69,68,86,83,91,91,86,64,66,69,71,70,78,84,90,66,68,72,88,86,85,92,87,57,71,66,74,66,77.5,76.88
84,84,94,91,66,69,68,88,91,79,68,63,79,69,83,80,83,86,99,91,73,66,67,91,95,78,69,62,85,66,78,89,78.5,79.88
62,68,80,94,78,64,80,90,81,79,81,74,83,74,93,63,55,69,79,94,87,66,73,100,82,86,80,71,90,67,96,57,77.75,78.25
83,63,85,89,88,61,89,81,72,81,78,89,62,68,73,92,87,59,84,92,84,64,83,79,74,75,79,83,74,65,71,89,78.38,77.62
60,87,73,88,95,60,65,76,75,60,61,70,90,67,64,68,60,80,71,88,94,60,74,76,83,53,60,70,90,64,58,61,72.44,71.38
71,90,71,82,89,73,68,92,90,71,64,73,71,68,81,75,68,100,70,87,87,71,66,100,89,77,65,72,65,70,83,72,76.81,77.62
78,86,84,66,67,92,68,79,63,68,70,91,87,77,91,68,73,85,75,69,67,87,79,82,60,67,72,100,93,78,84,75,77.19,77.88
69,82,90,61,80,71,65,94,81,85,95,62,93,77,77,73,74,78,87,61,77,79,64,93,80,76,100,68,94,80,87,76,78.44,79.62
93,64,74,84,90,70,74,94,66,85,60,74,79,60,60,74,89,73,75,85,84,61,72,99,71,88,63,69,84,66,54,73,75.06,75.38
86,68,89,76,95,67,79,95,77,69,60,85,89,94,76,73,90,72,89,75,96,68,78,93,78,69,55,77,84,89,74,70,79.88,78.56
69,95,81,74,80,74,91,60,72,88,70,79,68,90,79,79,60,97,82,68,79,81,97,55,70,97,71,83,60,83,75,82,78.06,77.5
95,77,63,77,67,91,73,89,79,95,89,73,63,90,75,94,93,77,68,83,67,84,74,96,85,99,86,78,62,91,69,100,80.62,82.0
90,82,89,72,73,62,65,85,73,65,80,68,75,88,66,95,93,85,94,83,69,67,64,83,70,63,80,74,72,78,59,100,76.75,77.12
84,95,74,80,74,84,70,60,85,91,83,71,79,72,92,71,71,98,69,88,77,85,70,62,93,91,78,66,82,71,92,73,79.06,79.12
73,68,72,86,73,81,95,86,85,72,89,62,81,63,90,74,73,64,74,90,70,76,93,98,94,72,81,70,78,67,90,66,78.12,78.5
80,83,75,78,79,74,81,70,82,64,94,84,89,65,95,63,73,75,72,77,82,79,84,75,84,64,90,91,84,60,91,63,78.5,77.75
71,71,82,81,69,75,89,94,88,91,93,67,82,62,86,67,64,74,85,76,63,80,85,95,82,87,99,72,82,65,89,79,79.25,79.81
92,82,91,91,90,85,87,64,85,65,79,65,87,95,82,60,87,84,86,94,82,90,79,70,79,61,80,70,84,88,80,60,81.25,79.62
81,79,94,76,80,87,73,95,74,76,94,61,66,62,86,80,80,77,96,82,75,86,74,100,72,82,97,66,76,68,75,83,79.0,80.56
94,88,68,68,67,61,86,88,62,85,79,68,78,63,94,90,85,87,65,73,69,63,91,88,64,75,81,77,79,66,100,91,77.44,78.38
70,83,73,61,67,61,65,66,72,64,60,61,80,93,81,65,71,86,73,64,64,75,64,63,70,63,60,50,80,100,81,69,70.12,70.81
64,66,72,65,90,95,64,77,65,71,68,84,63,88,66,95,71,70,82,61,95,96,65,75,60,59,65,84,64,89,73,100,74.56,75.56
63,64,67,60,94,89,82,77,94,63,74,61,92,68,87,60,64,63,61,57,98,82,81,78,94,66,80,67,96,66,83,59,74.69,74.69
66,92,63,67,65,79,80,67,78,95,63,71,89,77,62,92,69,87,58,75,60,80,78,70,76,94,71,69,88,80,69,91,75.38,75.94
85,82,85,78,76,84,94,73,95,91,64,70,71,78,65,80,90,85,83,77,78,95,92,74,100,91,73,71,71,71,54,85,79.44,80.62
70,93,88,80,72,89,93,94,63,89,86,62,77,82,63,77,72,85,88,80,71,89,91,89,60,93,83,65,81,76,70,72,79.88,79.06
93,69,62,60,84,88,87,77,71,81,72,77,75,94,77,92,99,64,66,50,88,86,89,75,72,78,73,88,69,100,79,97,78.69,79.56
62,76,67,91,65,65,95,63,63,83,83,81,68,92,72,83,68,86,75,86,65,72,90,62,68,83,87,84,78,100,71,83,75.56,78.62
89,88,72,75,82,83,67,87,92,93,68,87,60,72,93,72,91,81,68,79,84,85,61,83,97,88,71,93,58,66,95,75,80.0,79.69
81,91,61,82,83,79,74,60,88,76,82,62,92,71,80,81,80,97,62,79,80,72,70,67,78,77,82,62,95,69,78,81,77.69,76.81
66,70,65,78,73,74,68,95,64,81,93,72,88,74,83,76,54,73,62,78,66,76,62,95,65,88,94,72,88,76,78,69,76.25,74.75
60,92,69,75,67,94,93,87,81,87,77,88,87,72,89,71,64,85,62,77,59,100,87,88,71,89,70,90,91,70,91,63,80.56,78.56
75,60,77,67,95,67,80,88,61,63,62,92,78,77,73,62,72,72,78,61,96,61,80,91,62,59,59,87,80,76,77,63,73.56,73.38
69,66,86,74,77,73,87,77,88,69,70,92,93,66,73,78,64,59,76,74,82,77,82,76,87,69,66,95,91,68,81,75,77.38,76.38
65,61,84,89,66,76,85,75,71,81,83,82,69,68,65,60,75,59,87,91,58,79,84,77,79,76,78,82,58,63,61,69,73.75,73.5
84,77,72,63,81,86,82,84,76,78,67,93,93,75,69,75,84,81,67,62,82,86,86,79,76,84,74,94,90,77,78,73,78.44,79.56
93,94,75,71,60,81,84,76,69,66,78,69,74,67,60,75,93,100,65,67,65,82,92,73,66,73,83,74,72,69,64,75,74.5,75.81
65,80,67,95,72,82,74,84,89,73,79,89,73,63,86,63,72,78,53,96,73,81,69,79,84,75,79,86,72,70,86,68,77.12,76.31
67,69,77,76,82,70,79,61,88,60,93,95,76,76,81,84,55,74,65,72,81,64,77,62,91,62,94,100,80,76,77,85,77.12,75.94
60,95,88,91,87,93,89,82,73,62,62,70,74,77,87,70,63,95,89,92,81,94,84,81,78,73,62,61,78,75,88,76,78.75,79.38
90,94,61,87,67,70,95,61,78,90,65,84,60,72,67,71,87,99,52,91,59,72,93,57,82,87,72,82,55,68,68,73,75.75,74.81
83,84,89,64,81,71,84,76,83,87,89,91,80,80,91,93,79,87,86,67,78,74,90,88,85,81,77,95,94,76,91,89,82.88,83.56
79,84,74,86,94,95,73,68,82,79,93,89,95,67,60,95,76,81,64,83,94,96,77,65,77,89,96,91,100,61,60,99,82.06,81.81
81,65,91,71,74,84,83,65,92,79,85,90,69,64,91,95,83,69,93,72,73,84,74,67,96,77,85,90,68,70,98,92,79.94,80.69
61,88,85,84,88,63,68,92,86,72,75,93,60,76,74,92,66,88,78,94,89,68,70,90,83,76,71,83,64,67,79,94,78.56,78.75
69,60,95,94,83,70,82,94,60,75,69,71,73,93,87,72,64,58,100,100,82,69,84,99,55,63,62,62,73,86,83,76,77.94,76.0
86,61,91,68,64,81,89,77,75,64,83,84,60,60,92,95,80,58,100,72,66,75,92,65,77,62,81,85,65,58,98,99,76.88,77.06
82,93,79,80,60,74,67,64,89,87,75,64,83,73,91,91,82,99,82,78,61,83,79,64,91,89,76,65,86,69,97,82,78.25,80.19
78,88,90,81,92,94,93,71,60,94,72,75,86,67,90,79,85,83,87,89,85,94,89,76,60,90,72,86,86,61,90,68,81.88,81.31
95,69,71,80,70,94,65,78,90,71,79,67,93,80,75,73,98,73,69,77,66,95,56,75,97,70,84,64,85,79,78,65,78.12,76.94
66,92,94,79,84,67,73,88,95,65,62,72,88,95,63,70,62,100,100,77,87,73,80,86,98,59,64,70,79,89,60,73,78.31,78.56
93,95,74,62,64,84,85,75,66,69,73,82,71,67,86,95,95,94,82,54,67,75,85,80,72,61,67,92,63,60,83,100,77.56,76.88
90,63,73,89,92,73,71,90,77,82,83,77,93,94,63,79,89,69,75,93,92,72,63,89,75,87,83,76,94,88,63,81,80.56,80.56
92,91,95,66,80,85,95,69,88,83,67,94,61,91,73,78,92,86,97,77,82,84,100,63,89,92,69,99,64,93,79,83,81.75,84.31
78,93,80,66,84,62,80,94,73,60,89,64,83,77,60,80,78,90,81,75,86,64,81,97,74,62,91,61,86,89,57,73,76.44,77.81
65,83,69,84,85,88,85,66,69,91,68,77,86,81,88,75,59,82,70,79,84,89,82,75,71,94,62,74,84,77,90,73,78.75,77.81
92,72,74,61,65,94,60,60,82,62,75,79,84,92,76,89,91,73,64,59,77,93,57,64,80,60,70,80,86,96,78,92,76.06,76.25
61,87,81,71,83,77,87,90,91,80,75,72,74,65,91,90,60,86,79,65,75,76,82,93,86,95,79,66,68,65,88,97,79.69,78.75
60,72,90,95,93,63,76,82,81,73,89,62,76,68,73,88,47,75,88,95,92,65,82,81,82,68,92,67,77,70,69,90,77.56,77.5
93,65,89,63,60,82,90,88,79,61,68,85,84,80,77,74,93,67,89,61,58,76,87,80,72,61,66,94,96,88,75,70,77.38,77.06
94,65,94,73,82,63,87,88,82,74,71,78,84,73,80,76,100,63,100,77,76,68,90,88,84,82,63,79,78,69,71,70,79.0,78.62
81,88,77,79,68,85,60,70,64,66,85,68,89,70,88,71,76,92,74,80,64,87,60,61,73,70,88,63,98,62,85,74,75.56,75.44
60,93,92,89,90,92,87,89,95,86,76,84,73,87,91,73,61,96,93,83,87,94,86,84,97,90,75,82,72,86,79,66,84.81,83.19
76,94,86,60,91,72,68,93,95,86,69,77,61,64,77,84,82,94,83,57,87,64,65,91,87,94,71,76,64,73,71,93,78.31,78.25
92,62,60,68,92,86,86,64,85,90,83,83,85,92,94,90,84,69,58,59,88,80,91,62,84,85,81,84,86,94,95,92,82.0,80.75
67,76,78,85,95,74,62,80,80,78,68,74,67,87,78,71,66,67,81,81,97,75,60,88,86,76,70,78,64,93,83,64,76.25,76.81
73,83,75,91,81,66,65,69,61,95,88,61,76,68,85,82,70,82,75,90,86,69,68,64,51,90,90,59,78,74,86,88,76.19,76.25
81,74,95,91,93,83,86,93,64,75,94,60,61,77,89,77,76,76,99,97,98,80,75,89,59,72,91,55,56,83,90,79,80.81,79.69
91,77,85,78,93,93,69,64,93,67,89,84,92,82,69,63,85,77,87,83,98,100,82,62,95,62,86,83,95,82,64,59,80.56,81.25
64,71,67,85,77,91,87,71,80,62,60,87,84,62,92,62,66,66,63,84,77,88,92,74,81,69,62,85,81,62,91,58,75.12,74.94
64,69,77,88,75,72,70,75,79,79,92,65,94,64,87,83,72,65,84,81,74,69,78,72,76,79,85,57,92,72,88,81,77.06,76.56
93,61,76,90,76,62,86,67,88,84,75,84,74,78,72,69,98,60,72,81,72,60,77,65,90,83,69,86,82,80,79,71,77.19,76.56
83,83,83,80,78,68,81,95,76,70,71,70,84,82,91,69,90,78,85,76,82,70,89,97,79,67,77,75,76,85,100,71,79.0,81.06
89,78,95,70,79,86,76,84,73,67,93,67,62,77,74,61,97,90,92,72,82,89,78,88,69,74,87,58,58,77,83,58,76.94,78.25
62,64,81,83,83,65,67,86,94,63,61,86,81,74,73,76,60,58,71,88,85,64,73,83,100,61,62,90,75,64,76,83,74.94,74.56
89,85,77,65,68,66,92,88,89,74,66,67,90,83,70,63,88,82,76,64,61,62,83,93,89,80,58,67,90,83,71,70,77.0,76.06
70,73,95,86,79,90,92,70,65,76,92,86,60,65,85,92,71,72,88,83,92,94,83,67,62,75,84,83,63,66,80,89,79.75,78.25
74,88,82,82,82,61,88,71,84,68,64,66,81,60,64,70,74,91,83,87,79,67,90,75,91,71,65,70,79,58,61,68,74.06,75.56
70,64,73,78,88,84,80,65,70,60,85,68,93,67,65,86,58,68,71,79,86,91,87,61,64,55,84,76,86,74,62,91,74.75,74.56
86,86,60,69,92,92,93,89,91,87,71,72,79,70,77,84,86,89,55,66,90,94,81,92,100,94,76,75,79,76,74,84,81.12,81.94
90,82,64,86,72,89,85,68,77,75,94,60,76,91,64,78,90,73,69,89,76,79,79,69,78,78,100,56,79,92,61,75,78.19,77.69
79,88,71,79,89,77,81,83,72,62,92,92,76,92,62,66,89,89,67,85,87,84,74,86,73,62,99,93,74,86,55,71,78.81,79.62
78,80,62,79,78,79,75,89,64,89,87,77,69,69,61,71,72,88,69,82,73,83,71,81,64,92,87,71,68,66,57,67,75.44,74.44
77,62,83,72,71,60,62,73,63,86,62,87,80,94,62,78,73,63,88,85,74,66,60,75,59,76,62,92,77,86,69,77,73.25,73.88
94,68,83,69,91,87,69,74,73,65,72,78,72,89,73,62,100,69,78,76,94,88,73,70,84,63,77,77,71,91,68,62,76.19,77.56
69,89,89,82,90,87,63,69,76,88,85,62,80,79,71,60,66,90,83,83,97,85,61,64,74,85,86,64,78,82,75,59,77.44,77.0
95,69,71,79,82,72,80,94,82,71,75,63,68,75,90,89,100,65,71,79,78,74,85,86,85,71,70,65,67,77,91,92,78.44,78.5
64,84,62,94,93,64,88,68,81,66,92,79,91,74,85,92,61,85,59,93,92,71,94,60,82,71,96,83,96,75,91,99,79.81,81.75
64,83,79,84,72,78,84,91,69,78,70,92,90,80,76,65,62,83,72,78,63,76,78,97,80,81,68,92,97,85,83,64,78.44,78.69
95,92,79,60,82,65,80,94,71,64,70,66,70,77,60,83,100,87,80,57,88,60,79,100,67,59,61,70,83,73,59,85,75.5,75.5
80,74,73,71,69,93,76,65,70,88,75,78,60,92,66,78,79,73,72,70,67,100,74,66,70,88,68,76,57,95,67,75,75.5,74.81
80,68,86,73,79,93,74,91,83,65,86,76,62,73,85,95,81,73,94,79,81,93,74,86,81,66,84,69,59,61,79,100,79.31,78.75
85,73,75,82,76,69,95,88,70,64,64,89,93,64,71,82,81,75,69,72,73,69,92,91,71,65,73,92,96,61,72,83,77.5,77.19
61,62,65,80,76,89,93,79,67,61,93,84,89,70,89,64,57,61,69,81,82,91,80,80,63,58,83,90,80,71,87,61,76.38,74.62
72,75,91,83,80,88,89,90,75,61,81,93,65,64,62,60,72,76,94,88,88,86,93,92,69,64,78,100,64,76,49,69,76.81,78.62
90,62,62,74,76,71,70,89,64,77,81,68,67,77,78,85,89,63,62,74,78,70,79,81,73,76,75,71,68,86,75,87,74.44,75.44
65,66,70,82,67,76,64,60,95,72,81,65,81,84,77,95,73,70,71,82,65,78,75,57,88,74,81,60,80,85,80,88,75.0,75.44
72,60,72,71,64,83,63,66,93,67,80,95,91,66,85,82,72,61,75,78,66,81,64,72,91,70,72,100,94,79,85,76,75.62,77.25
87,87,66,62,90,80,88,75,70,65,77,67,84,81,60,89,79,86,71,62,88,73,91,79,77,60,78,67,83,86,65,83,76.75,76.75
67,92,75,84,95,68,72,91,69,66,95,90,78,64,92,78,55,91,77,84,86,73,74,93,66,76,84,91,75,65,87,74,79.75,78.19
91,70,65,87,60,95,87,78,85,61,78,85,60,69,79,80,90,69,66,78,61,93,95,79,86,60,79,85,49,71,78,76,76.88,75.94
78,94,84,88,62,79,89,94,73,87,85,60,65,67,67,65,68,93,78,84,66,80,90,89,66,84,88,54,68,66,60,75,77.31,75.56
72,67,60,81,74,79,83,94,94,89,87,86,93,76,71,62,68,62,56,74,80,78,79,95,90,91,90,90,93,78,76,66,79.25,79.12
84,78,87,60,77,66,74,92,62,83,94,82,95,89,80,64,87,80,84,59,82,59,75,92,51,89,96,85,97,86,93,64,79.19,79.94
95,76,73,83,68,60,66,63,67,83,82,74,68,85,70,61,100,78,74,90,66,63,66,61,64,82,81,74,67,88,72,66,73.38,74.5
82,72,92,65,92,65,76,94,64,61,89,75,65,64,61,78,91,76,94,63,88,53,86,92,62,62,86,77,64,70,57,76,74.69,74.81
92,72,75,71,87,94,92,67,71,72,74,63,68,64,81,95,89,77,74,75,79,92,88,61,68,70,76,61,61,70,68,85,77.38,74.62
82,69,93,82,94,78,71,67,78,64,69,70,60,64,64,70,83,70,96,79,95,74,73,68,82,62,77,71,59,69,66,69,73.44,74.56
84,63,72,72,87,94,67,73,67,93,75,88,65,88,85,65,90,72,78,69,89,95,70,68,65,94,75,84,70,88,82,70,77.38,78.69
88,66,71,71,90,94,68,83,78,92,95,76,93,71,74,95,90,73,66,75,95,92,65,82,78,100,100,67,93,67,74,94,81.56,81.94
93,70,62,68,68,88,95,63,68,75,79,86,74,92,61,83,100,80,72,67,70,84,100,65,69,73,82,88,74,92,55,81,76.56,78.25
88,91,80,77,91,76,93,60,81,88,92,80,95,66,61,77,93,93,73,77,95,76,93,62,80,97,98,85,92,65,59,74,81.0,82.0
89,86,91,87,92,87,62,91,70,77,94,87,73,70,65,93,87,91,89,81,100,89,68,82,63,77,88,89,71,79,67,91,82.12,82.0
79,70,87,86,73,73,73,88,79,75,74,69,87,90,76,68,68,76,84,85,74,75,78,86,77,73,74,65,84,98,77,70,77.94,77.75
77,63,89,78,64,60,95,90,90,74,72,81,76,62,71,72,74,67,87,71,65,65,94,88,95,75,74,79,79,69,69,79,75.88,76.88
88,74,93,75,89,61,78,60,91,73,91,84,85,71,77,79,91,73,88,81,92,60,77,59,91,70,83,90,81,70,79,81,79.31,79.12
90,93,74,71,63,62,91,86,63,65,90,88,67,69,60,95,100,89,75,73,61,65,86,88,59,60,87,84,64,73,51,99,76.69,75.88
67,63,91,83,84,87,92,72,71,76,83,93,81,62,63,87,81,63,95,80,91,99,86,69,73,84,80,92,77,61,64,90,78.44,80.31
74,69,60,64,91,86,78,63,77,80,75,86,62,81,95,73,77,69,57,74,87,90,76,58,80,83,81,89,63,85,96,84,75.88,78.06
75,60,76,92,67,92,87,84,75,80,86,86,80,65,81,65,78,52,77,89,67,92,92,89,71,82,83,81,88,67,81,67,78.19,78.5
65,75,72,86,65,65,77,69,80,88,64,69,72,75,71,82,67,66,74,86,62,56,80,67,71,91,66,65,70,73,69,81,73.44,71.5
80,86,70,80,79,81,91,90,69,90,69,84,87,73,63,65,81,88,67,88,78,77,90,90,58,87,73,86,90,73,62,60,78.56,78.0
80,67,82,85,61,86,83,83,95,90,70,65,74,89,74,88,80,66,83,85,49,87,80,89,92,86,78,63,73,90,81,84,79.5,79.12
64,66,73,90,66,61,70,87,66,91,94,70,91,78,71,78,62,65,73,91,64,63,74,91,66,88,95,70,93,90,66,81,76.0,77.0
63,83,70,68,69,69,63,86,85,88,62,71,62,75,64,69,64,80,73,64,67,67,58,96,88,87,68,68,62,72,65,68,71.69,71.69
88,84,70,69,77,94,71,83,87,68,72,93,79,84,89,67,95,90,70,76,80,89,73,81,85,75,72,94,82,85,90,73,79.69,81.88
63,79,74,78,92,77,94,89,64,89,88,83,65,74,84,68,69,78,74,77,90,79,100,86,65,84,86,80,60,70,78,77,78.81,78.31
90,69,76,75,94,82,92,79,79,66,76,77,61,71,61,85,97,63,82,79,100,87,92,72,80,70,75,80,58,72,57,75,77.06,77.44
76,81,88,79,83,88,70,87,89,68,88,74,93,75,76,60,71,76,85,89,83,91,70,82,88,66,84,71,88,68,82,54,79.69,78.0
76,73,94,91,80,77,83,86,61,70,67,77,64,89,77,69,74,74,91,91,83,88,81,87,67,74,64,76,63,90,80,71,77.12,78.38
63,78,90,86,66,70,64,71,84,64,94,75,66,88,72,78,60,86,94,95,71,68,70,74,93,63,83,77,67,80,69,81,75.56,76.94
77,91,84,93,95,61,70,69,82,70,60,72,79,62,66,73,84,93,83,87,92,66,70,74,77,68,54,73,81,66,63,78,75.25,75.56
63,78,86,93,94,85,82,94,94,80,60,66,70,76,85,69,65,80,84,89,92,78,82,96,98,78,64,58,66,79,89,62,79.69,78.75
92,78,68,91,90,62,90,77,83,63,73,71,61,69,91,92,100,80,67,93,92,64,91,73,92,70,67,72,59,59,93,91,78.19,78.94
94,75,86,93,91,78,63,75,95,94,83,64,75,83,65,64,92,82,84,92,84,76,68,70,83,84,83,61,73,87,56,60,79.88,77.19
78,93,86,68,73,67,95,68,88,67,68,76,86,78,87,66,77,99,84,55,70,74,99,72,83,65,72,70,85,79,91,73,77.75,78.0
81,79,84,95,65,75,61,70,81,89,68,94,85,89,66,64,83,77,89,92,72,72,64,80,89,92,65,98,84,83,72,69,77.88,80.06
73,65,90,86,91,90,77,73,60,67,85,68,78,86,75,79,74,59,89,79,96,92,79,66,42,71,75,56,80,92,74,77,77.69,75.06
90,76,84,87,69,85,84,90,64,90,87,80,79,68,62,93,86,71,89,89,71,89,80,81,65,76,90,86,79,61,61,97,80.5,79.44
81,61,90,77,78,73,74,70,88,62,74,81,95,60,74,78,75,59,87,79,77,70,81,65,95,67,75,92,93,71,67,81,76.0,77.12
85,60,87,78,95,69,70,86,66,95,86,95,67,76,63,84,87,49,83,71,99,71,60,83,77,100,88,99,57,77,64,80,78.88,77.81
61,70,75,77,73,83,64,73,80,68,86,85,88,60,65,63,66,69,77,83,74,90,68,77,68,69,89,87,83,60,61,61,73.19,73.88
73,73,93,66,76,74,88,80,80,88,86,94,74,85,92,83,74,74,95,63,71,80,93,87,78,91,84,100,74,85,93,92,81.56,83.38
64,67,81,76,66,82,83,73,66,63,83,67,76,94,66,84,67,60,80,77,72,75,84,76,63,68,89,62,81,100,77,94,74.44,76.56
63,70,76,80,74,62,73,74,62,93,68,82,77,94,62,92,58,71,80,79,73,59,82,65,69,100,59,82,75,93,59,84,75.12,74.25
67,84,81,93,60,75,90,83,64,89,74,86,72,71,77,63,71,78,75,93,61,72,91,84,58,79,71,87,67,71,75,63,76.81,74.75
69,75,74,91,63,92,69,69,62,61,80,81,79,73,77,70,71,65,79,96,57,87,76,64,64,64,78,83,74,74,71,73,74.06,73.5
75,65,71,60,94,90,86,63,81,60,79,62,70,76,66,63,74,57,68,57,93,92,89,69,77,62,71,62,66,73,68,73,72.56,71.94
93,69,62,93,87,85,61,71,81,61,83,82,79,92,79,65,92,68,56,93,96,76,62,68,78,53,82,75,86,100,84,69,77.69,77.38
68,88,61,87,82,84,79,65,89,88,93,76,85,89,88,76,70,86,62,86,80,83,83,61,94,87,89,80,79,84,92,77,81.12,80.81
74,93,77,82,78,69,70,60,72,62,70,81,86,60,81,72,72,89,83,87,80,69,78,57,73,62,73,81,88,61,73,73,74.19,74.94
88,90,77,86,84,92,94,61,66,71,73,92,94,69,67,90,89,80,70,82,81,94,88,63,69,76,75,92,85,73,66,98,80.88,80.06
67,78,92,79,91,70,89,70,84,84,91,71,66,86,72,68,59,82,89,90,92,66,94,75,88,88,94,73,63,90,66,57,78.62,79.12
63,81,80,71,76,65,61,63,80,69,87,72,78,92,79,72,59,85,85,70,78,63,69,60,81,68,92,77,82,89,81,74,74.31,75.81
76,92,60,95,71,60,95,72,71,70,86,66,90,62,78,66,77,80,58,88,64,59,92,74,68,70,81,64,95,58,87,59,75.62,73.38
79,94,72,78,90,79,61,68,82,92,67,73,75,65,72,89,80,89,75,83,92,77,66,62,85,96,72,77,79,62,73,86,77.25,78.38
66,66,74,85,84,80,72,88,85,63,67,60,68,84,83,61,74,66,74,85,82,77,71,91,85,64,71,61,65,85,81,76,74.12,75.5
74,92,70,62,89,93,94,66,85,93,93,61,87,79,91,77,78,92,73,73,84,88,90,62,83,88,86,57,82,84,100,82,81.62,81.38
72,81,69,74,74,78,77,74,62,81,79,71,86,88,84,73,64,82,66,83,75,73,77,74,56,84,75,76,89,83,85,74,76.44,76.0
62,88,78,82,68,82,79,67,91,88,77,74,83,65,83,95,74,87,77,75,67,85,72,66,100,81,86,75,82,65,78,89,78.88,78.69
67,62,67,74,62,83,79,83,67,74,63,62,61,83,93,68,64,61,61,68,67,81,80,83,64,84,63,62,60,80,93,63,71.75,70.88
78,91,84,72,65,79,66,67,90,74,64,91,83,90,62,72,78,85,89,76,66,90,63,70,94,72,65,84,83,95,65,74,76.75,78.06
62,63,88,63,65,79,71,80,62,69,89,77,83,87,83,90,55,63,86,66,68,81,74,78,63,64,85,68,87,84,91,91,75.69,75.25
95,66,65,78,80,70,79,85,60,71,78,72,79,70,85,88,100,63,65,76,86,75,78,81,60,71,76,79,76,61,83,91,76.31,76.31
85,64,84,90,64,73,80,70,64,89,72,69,91,70,63,64,76,64,82,88,63,67,84,69,66,94,75,79,94,67,58,70,74.5,74.75
74,78,86,75,89,78,93,63,92,88,85,87,60,78,88,80,78,81,83,76,82,76,94,71,91,90,88,92,64,77,83,81,80.88,81.69
66,79,81,61,87,70,92,89,93,63,78,63,76,64,64,94,63,79,85,57,82,68,97,90,91,66,74,56,79,64,71,88,76.25,75.62
71,88,90,85,69,92,86,92,93,73,78,63,60,80,62,84,75,89,95,79,71,91,78,95,86,72,72,62,62,75,62,81,79.12,77.81
62,93,95,89,87,65,84,74,68,67,62,62,78,64,66,86,59,96,94,75,95,65,76,78,58,63,53,51,78,59,62,84,75.12,71.62
